,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
1492,DRL59,OUT017,567.0849949438903
1493,NCN53,OUT046,664.1195950661705
1494,FDO51,OUT010,-966.9756742657487
1495,FDK56,OUT017,2544.7848986780614
1496,FDY12,OUT035,496.7320790238949
1497,FDU15,OUT035,492.9764645105298
1498,FDQ19,OUT046,4045.553312777989
1499,DRF15,OUT045,2215.3906355131912
1500,DRE25,OUT019,227.28699970997627
1501,FDK57,OUT018,2255.398392548665
1502,FDD33,OUT010,1832.737131492806
1503,FDR34,OUT027,5076.826352779581
1504,FDU04,OUT045,2012.9118938715937
1505,FDE35,OUT019,-67.74103298858122
1506,NCD31,OUT035,2306.057568503258
1507,FDJ56,OUT035,1185.942148839242
1508,NCU53,OUT046,2664.653166807895
1509,FDD39,OUT035,3064.0114407986357
1510,NCU17,OUT019,344.4850335363441
1511,FDJ20,OUT046,1986.1727473281157
1512,NCW41,OUT018,3062.888972585545
1513,FDL52,OUT035,441.7265417505995
1514,FDS39,OUT035,1979.3620196310483
1515,DRJ47,OUT045,2477.7591355925183
1516,FDP13,OUT010,-1159.1887560333676
1517,DRK39,OUT010,-419.5609956138683
1518,FDF28,OUT010,303.5133741272964
1519,FDB09,OUT045,1719.518210809403
1520,FDM51,OUT046,1744.4284145722313
1521,DRM49,OUT018,1065.5680596628229
1522,DRF23,OUT013,2482.056472949506
1523,DRH01,OUT035,2380.416142481661
1524,FDH12,OUT027,3098.3714671587327
1525,FDA28,OUT019,889.6382200795763
1526,FDW37,OUT018,1725.1895347904378
1527,FDF02,OUT046,1619.915090830846
1528,DRL37,OUT046,737.622044496935
1529,NCF43,OUT046,2290.660843023005
1530,FDH08,OUT010,1894.161354719478
1531,FDR34,OUT019,2502.886817067003
1532,NCK19,OUT049,3206.7708327526216
1533,NCD55,OUT018,1152.1357641075647
1534,FDT27,OUT049,3902.805691269327
1535,FDQ57,OUT045,2172.7661907410848
1536,FDA47,OUT035,2240.668819550435
1537,DRG15,OUT027,2351.311986737211
1538,FDE05,OUT018,2848.6856385577316
1539,FDN46,OUT046,1565.9088485319216
1540,FDX27,OUT027,2843.504476717154
1541,FDT51,OUT045,1889.2910864907076
1542,FDU33,OUT013,514.4433132241055
1543,FDJ16,OUT027,2265.356612993568
1544,FDD20,OUT019,1036.559275768462
1545,FDT36,OUT049,627.5401946354149
1546,DRF15,OUT027,3888.0313519173096
1547,FDN52,OUT010,-314.67489113698986
1548,FDC22,OUT027,4385.880774451754
1549,FDX15,OUT045,2411.8824015091313
1550,FDT13,OUT013,2839.2853722789228
1551,FDU04,OUT017,1994.8314524708542
1552,FDU31,OUT019,2326.516533298077
1553,FDW59,OUT027,2005.7548802615966
1554,NCO29,OUT046,2649.557354915311
1555,FDL15,OUT035,2133.0968131026534
1556,FDI41,OUT049,2521.8406038954695
1557,FDQ48,OUT049,1372.997017568861
1558,DRI39,OUT013,633.4482831133525
1559,FDI08,OUT013,3701.5501700976447
1560,FDC21,OUT049,1995.0764274832518
1561,FDF58,OUT035,915.2916117063584
1562,FDS08,OUT010,1055.1246462991994
1563,FDE47,OUT045,1671.4129426738439
1564,NCP18,OUT019,1234.7309087735543
1565,NCR41,OUT013,371.61454338684626
1566,FDA27,OUT013,3869.44236944835
1567,FDA43,OUT035,2780.4926926676653
1568,FDA49,OUT045,1248.51828278322
1569,NCE55,OUT018,3431.611609351922
1570,DRM49,OUT027,2031.5007800176104
1571,FDF22,OUT027,4791.446557658435
1572,FDQ15,OUT018,1630.2273930347808
1573,NCS54,OUT017,2794.435466952103
1574,NCY05,OUT013,373.0927628790442
1575,FDR45,OUT046,3866.5216049475794
1576,FDK57,OUT049,2024.0860886001592
1577,FDF41,OUT010,2018.7034670148614
1578,FDV21,OUT046,2291.6200480065427
1579,FDD51,OUT046,657.4485512665814
1580,FDF33,OUT046,1884.6415954641857
1581,FDA38,OUT046,3837.558377650346
1582,FDR56,OUT045,2943.337473903851
1583,NCN41,OUT017,1791.430817996587
1584,FDC60,OUT027,2819.0987032336166
1585,FDB47,OUT045,3281.498118502458
1586,DRH01,OUT013,2494.0993567947125
1587,FDW08,OUT046,1526.883905176749
1588,FDF38,OUT027,2078.798806411177
1589,FDY32,OUT017,2383.836404525953
1590,FDG34,OUT049,2005.396238715972
1591,FDG47,OUT019,2906.291311835182
1592,NCF18,OUT035,2672.857666654985
1593,FDL39,OUT019,1718.4219152309602
1594,NCH55,OUT035,1765.1212474634187
1595,DRJ35,OUT049,935.861661386633
1596,FDS44,OUT035,3382.552755710438
1597,DRE01,OUT018,4119.315449985586
1598,FDY39,OUT013,2790.044860757471
1599,FDY32,OUT018,2952.5478284842343
1600,FDR33,OUT027,3215.4588930091386
1601,NCP50,OUT049,1571.8368768581336
1602,FDZ47,OUT018,1987.0487424445748
1603,FDU57,OUT049,2622.526129825007
1604,FDY44,OUT013,2870.378771755948
1605,DRH59,OUT018,1624.0037963537256
1606,FDB03,OUT027,5149.8918538361395
1607,FDY46,OUT045,2609.862506741736
1608,FDM39,OUT045,2544.924567451729
1609,FDY36,OUT035,973.4983101316283
1610,NCM55,OUT035,2585.4896618668163
1611,FDJ50,OUT010,-583.5194126745423
1612,DRL60,OUT013,2221.255975985917
1613,NCJ54,OUT049,3818.9187328537855
1614,FDX59,OUT017,569.4703087541823
1615,FDI07,OUT013,2582.1246609076197
1616,DRF51,OUT010,-1328.7521040495571
1617,FDM14,OUT017,1434.094032633094
1618,FDP21,OUT045,2781.9653903137905
1619,FDE40,OUT035,704.031747122704
1620,FDE05,OUT035,2140.863022308504
1621,FDM13,OUT027,3491.624699698466
1622,FDC34,OUT027,3812.1631911154805
1623,NCI55,OUT018,2366.0123228069724
1624,NCE43,OUT018,3072.797048505758
1625,FDW58,OUT018,2369.3408779405886
1626,FDG60,OUT045,3681.9828236588373
1627,FDV31,OUT017,2716.349915765884
1628,FDR47,OUT013,2778.4409170067165
1629,FDM60,OUT019,-399.8982951332489
1630,NCF06,OUT018,4532.407883105039
1631,NCN26,OUT027,2856.2649921495135
1632,FDQ59,OUT049,1561.9714366810033
1633,FDF09,OUT046,677.2279858966991
1634,NCS06,OUT017,3545.367849000668
1635,FDT44,OUT046,1800.4250389269878
1636,FDI19,OUT017,3695.4822096194557
1637,FDT22,OUT017,766.7098106352582
1638,NCF54,OUT027,4122.40095636232
1639,DRG25,OUT045,2642.37119572705
1640,FDB59,OUT017,2941.610281630323
1641,FDQ37,OUT017,2732.100576759736
1642,FDP56,OUT035,505.4126203284163
1643,FDW44,OUT035,2484.2334752354177
1644,FDJ26,OUT010,1754.1228474102718
1645,FDU43,OUT018,4200.402505873582
1646,FDW33,OUT045,1495.9025737864179
1647,NCX53,OUT027,3817.143237213959
1648,FDN56,OUT010,684.099143758381
1649,DRF15,OUT049,2645.7030198151565
1650,FDO33,OUT017,1433.6776462190094
1651,FDZ39,OUT010,-69.20254502438854
1652,NCJ19,OUT017,487.03767619024086
1653,FDU01,OUT035,2025.3145219494
1654,FDT12,OUT035,3302.004915439602
1655,NCM18,OUT018,1428.535894465136
1656,FDP19,OUT017,1706.0560343738791
1657,NCR42,OUT049,790.3857199555498
1658,FDN10,OUT046,1933.6658802835577
1659,FDG44,OUT017,513.4115101755729
1660,FDQ10,OUT046,2747.165801986068
1661,DRH13,OUT049,1888.0148644379976
1662,FDT52,OUT013,3684.8561406915137
1663,FDM56,OUT045,1469.1331651470207
1664,NCO43,OUT010,-138.14800511200087
1665,NCV29,OUT035,1858.9167929112107
1666,NCF06,OUT013,3901.014585772308
1667,FDO50,OUT035,1117.7835355429313
1668,FDT59,OUT013,3541.100090045846
1669,FDX40,OUT027,1976.143284574438
1670,FDE50,OUT017,2851.595038735005
1671,FDX51,OUT017,3029.3762311248847
1672,NCD30,OUT018,2069.687946972847
1673,FDK15,OUT013,1362.7170337812804
1674,FDL12,OUT045,700.375752198051
1675,FDK46,OUT017,3786.517922756728
1676,DRH49,OUT010,-269.4111248973031
1677,FDQ57,OUT046,2481.8685983120276
1678,FDY59,OUT017,1413.8649105534003
1679,FDO09,OUT018,4491.292974141243
1680,NCG30,OUT035,1635.3966432761256
1681,FDM09,OUT017,2553.430733691987
1682,NCN17,OUT027,2978.45634045148
1683,NCS42,OUT013,1203.1477751180541
1684,FDD02,OUT019,750.279299137268
1685,FDE34,OUT013,2582.410220630535
1686,FDU38,OUT045,2746.9092217945363
1687,FDB33,OUT046,2565.7107708307044
1688,NCJ29,OUT017,1061.1585982017843
1689,FDZ27,OUT035,618.4663169708833
1690,FDI40,OUT013,1346.4588794446345
1691,FDG22,OUT013,448.56574816741465
1692,FDT51,OUT017,1721.6897421742929
1693,FDF20,OUT018,3603.752878161495
1694,FDV50,OUT035,1509.311823354233
1695,FDT02,OUT049,848.0710501304524
1696,DRC49,OUT017,2135.3968488821497
1697,FDF26,OUT049,2634.030318456537
1698,FDV52,OUT035,1822.9048207529415
1699,FDX59,OUT049,758.194719240866
1700,FDV25,OUT035,3240.6841733289566
1701,FDW23,OUT027,2010.8843198223344
1702,FDE53,OUT018,2200.046380388734
1703,FDA19,OUT017,1769.9494923881714
1704,FDH22,OUT046,1917.7438611967477
1705,NCO41,OUT013,1361.7291793622792
1706,FDX12,OUT017,3965.4724470400924
1707,FDF17,OUT013,2903.734246215614
1708,FDS11,OUT045,3264.7695277499743
1709,FDR51,OUT035,1932.3105582956503
1710,FDT49,OUT010,0.18125904350938526
1711,FDC56,OUT013,1627.2180902556343
1712,FDR13,OUT027,3342.8048141792387
1713,FDQ60,OUT035,1624.9091953737227
1714,FDN38,OUT049,4125.29381729387
1715,NCL29,OUT013,2216.6252827278067
1716,FDO13,OUT027,3982.7320936764936
1717,FDE26,OUT018,2707.55723514591
1718,FDA31,OUT010,840.8621790561092
1719,FDX14,OUT035,893.8913294210155
1720,FDA34,OUT045,2766.7924569634356
1721,FDF26,OUT013,2257.610797842094
1722,FDE38,OUT045,2362.16477300898
1723,DRI11,OUT046,1880.7536941860444
1724,FDQ60,OUT027,3275.5289526293172
1725,FDL21,OUT027,2139.052197876209
1726,DRC12,OUT027,4403.800987632905
1727,FDC47,OUT046,3564.2288846272245
1728,FDE57,OUT045,1910.8623457385759
1729,FDT14,OUT045,1626.034712784746
1730,NCZ53,OUT046,3037.3566686178447
1731,FDE28,OUT018,4012.9588632980394
1732,FDR19,OUT035,1956.170751313283
1733,NCF54,OUT019,1577.0226393623057
1734,FDZ08,OUT046,1253.4537199600986
1735,NCJ05,OUT018,2823.373517564602
1736,FDF59,OUT046,2041.4515707230007
1737,NCO05,OUT035,1317.5059320172852
1738,FDW24,OUT018,1292.7634336316312
1739,NCX42,OUT018,3112.06522014659
1740,NCA53,OUT035,705.2533334777909
1741,FDI45,OUT019,1604.5397271923866
1742,FDG46,OUT046,1915.5721691746799
1743,FDM20,OUT010,2171.857994226285
1744,FDW11,OUT010,-805.3524862502285
1745,FDX08,OUT035,2584.665962884922
1746,NCK17,OUT035,414.3113879458399
1747,FDK32,OUT018,2894.379913290563
1748,NCA42,OUT035,2353.7956421348767
1749,DRI01,OUT035,2501.4898873044863
1750,NCL55,OUT049,4139.379224510123
1751,DRE25,OUT018,1917.8968790531937
1752,FDD14,OUT017,2483.019348480948
1753,FDB10,OUT046,3716.715519879992
1754,DRN11,OUT035,1871.2509676719908
1755,FDP38,OUT018,1312.4086555036872
1756,NCA30,OUT017,2704.056971874405
1757,FDT15,OUT017,2841.383367378564
1758,NCP55,OUT018,1612.4234555352184
1759,FDF12,OUT035,1997.4686441587207
1760,FDM21,OUT018,4432.038491105557
1761,FDX56,OUT035,2958.930378155177
1762,FDF10,OUT017,2012.0027832346495
1763,FDT32,OUT045,2899.2507694591313
1764,FDM51,OUT018,2176.626368019307
1765,NCR50,OUT018,2855.010600997991
1766,FDI19,OUT049,3988.980757907779
1767,FDX21,OUT017,1415.760750871366
1768,FDR31,OUT035,2092.484721312385
1769,FDY02,OUT013,3914.532483737629
1770,NCA29,OUT045,1909.0074069509644
1771,NCX17,OUT046,3548.477194473985
1772,FDM12,OUT045,2911.1264510244473
1773,FDI53,OUT027,3870.264717248504
1774,NCU30,OUT049,2478.417071553683
1775,FDC56,OUT027,3253.1329411811357
1776,FDK27,OUT018,2431.447069576852
1777,NCK18,OUT017,2662.596919257998
1778,FDB52,OUT019,2870.1379019754368
1779,DRG25,OUT027,4363.851735278702
1780,FDZ13,OUT049,944.449280321954
1781,FDB57,OUT019,2407.0430391439286
1782,FDR40,OUT046,1639.0430349669455
1783,NCO14,OUT019,-402.05450400880443
1784,NCN19,OUT045,2898.265368645544
1785,FDQ28,OUT019,1320.273964633931
1786,FDO13,OUT018,3039.3274611573115
1787,FDK48,OUT013,767.2370098743379
1788,FDU07,OUT018,2841.737143272132
1789,FDW20,OUT046,1326.5976324165372
1790,FDV12,OUT010,152.2313731759849
1791,FDH24,OUT013,2287.7791751142204
1792,FDV59,OUT049,3585.3523398158673
1793,FDK57,OUT045,1703.213324120635
1794,FDL16,OUT027,2061.2343213929635
1795,NCQ17,OUT046,2432.000649656223
1796,FDJ15,OUT018,3430.187411014882
1797,FDX24,OUT049,859.5192103657743
1798,FDT47,OUT046,998.0886305407403
1799,FDT10,OUT049,1179.4700056553654
1800,FDZ37,OUT018,1999.7127780534722
1801,FDW43,OUT027,5084.302221568607
1802,DRN36,OUT017,1541.6600193450936
1803,FDJ14,OUT045,1344.823083002391
1804,FDA32,OUT013,3281.0579671040177
1805,FDJ38,OUT019,1900.7338230668502
1806,FDQ57,OUT017,1622.4741062544888
1807,NCQ41,OUT019,1609.434429382654
1808,FDG56,OUT049,1163.9802933048716
1809,DRC13,OUT027,3453.9326248884463
1810,FDV55,OUT035,1940.7418064778478
1811,FDQ49,OUT045,2290.550468477643
1812,FDE29,OUT010,-653.9806932252767
1813,FDR03,OUT013,1411.6785469739134
1814,FDD45,OUT049,1845.3075286638766
1815,FDN38,OUT010,2160.9172915350155
1816,FDT56,OUT046,968.5109272087742
1817,FDT48,OUT045,3050.220185994972
1818,FDU03,OUT049,3000.4301204245644
1819,FDC56,OUT010,137.73319435016555
1820,NCO43,OUT027,3000.076130461881
1821,FDQ27,OUT017,1407.15831103182
1822,FDR03,OUT046,3535.503811696732
1823,DRH23,OUT010,-800.5586716415194
1824,FDG22,OUT045,697.7297764039071
1825,NCJ42,OUT013,1451.6101518107723
1826,FDR24,OUT046,1496.2368301428696
1827,FDW60,OUT035,2540.2067285478274
1828,FDJ08,OUT013,2720.7274070560366
1829,DRL59,OUT018,1307.4406924346697
1830,FDG60,OUT010,1977.27634035846
1831,FDW27,OUT017,2614.1573493216533
1832,FDX14,OUT018,1649.6145099674757
1833,FDC20,OUT013,799.4248122285212
1834,NCS29,OUT018,4588.523921995602
1835,FDJ56,OUT046,1508.3047804219186
1836,FDB20,OUT019,68.0476211307375
1837,FDL28,OUT027,4997.28013712135
1838,FDW01,OUT018,2843.723498137246
1839,FDL03,OUT046,3248.4026564004967
1840,FDX22,OUT049,3574.331357425614
1841,FDJ21,OUT035,2006.3814110669362
1842,FDR31,OUT045,2133.590535507212
1843,FDG21,OUT035,2022.9916964597442
1844,FDS22,OUT027,2136.492863594467
1845,FDK08,OUT035,1284.4952029574945
1846,FDE17,OUT018,2866.9584695312456
1847,NCN30,OUT017,1241.5036706792328
1848,FDT50,OUT046,1589.1924961815173
1849,NCX42,OUT049,2808.8600775248665
1850,FDJ12,OUT035,3041.956860414909
1851,NCA18,OUT027,3255.635524236105
1852,FDP23,OUT019,2332.741035676654
1853,FDX12,OUT013,3154.993082002862
1854,FDN40,OUT018,2777.630861057434
1855,FDV48,OUT035,1019.7613573975534
1856,NCY54,OUT013,2374.822162295307
1857,FDL16,OUT010,-1035.9584400557674
1858,FDR45,OUT018,4284.684248646501
1859,FDJ52,OUT046,2572.0505122910067
1860,DRG01,OUT017,1267.8671472546953
1861,FDP52,OUT013,3421.8202170817885
1862,FDU58,OUT017,3077.4698201547944
1863,FDL02,OUT045,1683.1399068531664
1864,FDG28,OUT013,3649.4301076433617
1865,FDA19,OUT035,1762.3025897186142
1866,FDW46,OUT027,2501.789208648721
1867,NCD43,OUT049,1972.0882555273279
1868,DRG39,OUT013,590.0504348627815
1869,NCF55,OUT049,761.3418156299141
1870,FDJ07,OUT046,2066.8754649963835
1871,FDE08,OUT046,2416.0986634204783
1872,FDP56,OUT019,-391.9342785866777
1873,FDT45,OUT045,724.8592562408603
1874,FDF17,OUT018,3531.929659067812
1875,FDX44,OUT046,1441.0766530203673
1876,FDM28,OUT027,4267.611836139786
1877,FDI36,OUT049,3324.449559235058
1878,FDS07,OUT045,1437.3381921955731
1879,FDD36,OUT045,1605.0031867898113
1880,FDW11,OUT046,1001.4064600309559
1881,FDN40,OUT049,2540.120609142091
1882,NCQ18,OUT049,1639.3771673633116
1883,NCQ54,OUT017,2642.286471580977
1884,NCS42,OUT045,1317.8226533681134
1885,DRH39,OUT010,-563.7581524712074
1886,FDC09,OUT027,3123.2997117098644
1887,FDT08,OUT010,579.7353546213947
1888,FDC08,OUT035,3424.799992424525
1889,FDT20,OUT017,323.0713271165152
1890,FDS35,OUT035,654.1318644571224
1891,FDX58,OUT018,3311.864112147172
1892,FDW58,OUT046,-127.64932447279499
1893,DRD27,OUT046,1100.806656429378
1894,FDH32,OUT019,348.15533397303625
1895,FDS26,OUT035,3777.7492876634587
1896,FDQ31,OUT046,1504.9541296621665
1897,FDP11,OUT018,3890.825371147747
1898,FDD58,OUT017,1461.994660375521
1899,FDM33,OUT045,3250.166245839281
1900,FDZ16,OUT049,3190.161387087642
1901,NCS29,OUT010,2374.105299213411
1902,NCM18,OUT019,-251.26854879764144
1903,FDP11,OUT049,3625.0620275004258
1904,NCC42,OUT017,1926.8884663745164
1905,DRM23,OUT046,2634.2333780471854
1906,NCN55,OUT027,5154.938736235885
1907,FDK46,OUT013,3848.896404342676
1908,FDR01,OUT046,3214.8056341911124
1909,NCA05,OUT045,2468.920550187887
1910,NCP43,OUT017,2818.4420811414825
1911,FDR12,OUT010,1316.9966929665939
1912,FDQ01,OUT013,3695.140794756415
1913,FDM13,OUT046,2102.3729727430386
1914,FDQ19,OUT017,3719.1821353437017
1915,FDK56,OUT019,1504.5363211001195
1916,NCX06,OUT010,1318.6164499137926
1917,FDO56,OUT027,3365.445746632341
1918,FDU45,OUT045,1582.4413195518612
1919,FDI16,OUT019,-403.97494514701054
1920,FDL32,OUT046,1803.4434076651964
1921,FDA07,OUT046,2084.053952329611
1922,FDA14,OUT045,2174.8659053218253
1923,FDV46,OUT027,3792.765074660053
1924,NCO07,OUT035,3101.5086400179052
1925,NCP41,OUT046,1753.9874265229623
1926,FDY60,OUT018,2864.0330109424094
1927,FDN38,OUT017,3684.820457606881
1928,FDO15,OUT046,1328.5741890147528
1929,FDT60,OUT013,1721.3940604720792
1930,FDA55,OUT035,3268.7439558464794
1931,FDE02,OUT010,-224.69134551827034
1932,DRJ39,OUT049,3645.070392248047
1933,FDV34,OUT035,990.4799337470454
1934,FDS20,OUT027,4266.390468481151
1935,FDF02,OUT027,2991.726561180162
1936,FDW40,OUT017,1965.895020006399
1937,NCB43,OUT046,2883.8022108416703
1938,FDR58,OUT017,1190.2924116675724
1939,DRJ59,OUT035,492.25415109181847
1940,NCD30,OUT017,1490.2878047649087
1941,FDE14,OUT017,1434.1609848219582
1942,FDC28,OUT018,2170.3308185879473
1943,FDU16,OUT018,1779.1765459884477
1944,NCD19,OUT035,913.3037429317488
1945,FDU21,OUT046,667.5993925230571
1946,FDV59,OUT027,4837.396455053866
1947,FDU03,OUT045,2723.0204498965704
1948,FDC33,OUT010,1696.8829876623527
1949,NCR42,OUT035,354.67757679529177
1950,DRH59,OUT035,918.0083757451431
1951,NCM31,OUT035,2037.3560805006737
1952,FDS50,OUT035,3152.384864191943
1953,FDP39,OUT046,883.8092973395163
1954,FDQ55,OUT013,1673.9616316747154
1955,FDV36,OUT019,939.9111518288933
1956,FDI05,OUT027,2610.5616585408893
1957,FDS45,OUT027,3199.0958955367964
1958,FDA39,OUT045,758.0617464963791
1959,FDC37,OUT010,140.90014570900354
1960,FDJ60,OUT027,4061.2693721767114
1961,DRQ35,OUT046,1989.5133023671747
1962,NCJ06,OUT046,1948.7709991393021
1963,NCY42,OUT018,2768.650286878178
1964,DRM37,OUT049,3403.578427776502
1965,FDR14,OUT045,623.4248093800949
1966,FDE51,OUT049,943.6348885051211
1967,FDT33,OUT017,2722.3757953165173
1968,FDR08,OUT013,1609.2259059068758
1969,FDE36,OUT010,928.5666164451438
1970,FDL22,OUT019,256.2405989293487
1971,FDR44,OUT013,1815.5491815945688
1972,FDI56,OUT019,193.17887530226525
1973,FDE47,OUT010,372.8716963854691
1974,FDV27,OUT010,-78.29227189653483
1975,FDV10,OUT049,923.7090982142989
1976,FDC40,OUT045,1266.9106326161716
1977,NCX41,OUT013,3202.0246061513003
1978,NCQ38,OUT027,3105.943663574482
1979,FDV12,OUT027,3068.2412566604016
1980,FDE52,OUT017,1357.829275896552
1981,FDG20,OUT027,4165.395077691313
1982,FDV16,OUT027,1977.3390121529835
1983,FDI32,OUT017,1509.1596081191385
1984,FDJ32,OUT049,1098.1263499070503
1985,FDN39,OUT018,3130.6867942604176
1986,FDY34,OUT017,2425.1138405310035
1987,FDC14,OUT035,484.6323832698938
1988,FDA55,OUT017,3416.9875761093026
1989,FDZ50,OUT010,1256.8644246360623
1990,DRG13,OUT049,2786.4080587715707
1991,FDP01,OUT013,2212.6557430615535
1992,NCG54,OUT017,2507.1273912314778
1993,FDM13,OUT045,1958.5313130071913
1994,NCO18,OUT027,4267.012952991827
1995,NCW41,OUT013,2396.588983785483
1996,FDM52,OUT027,3728.4810548281803
1997,NCF55,OUT035,288.408154300505
1998,FDT09,OUT046,2330.855441391528
1999,NCM19,OUT035,1451.288793291253
2000,FDW12,OUT018,2506.9148877685107
2001,FDP15,OUT019,2722.429658345438
2002,FDK36,OUT045,766.6628495845908
2003,FDZ25,OUT035,2509.0760239559145
2004,NCW06,OUT049,3219.810051173863
2005,FDW60,OUT046,2893.719080085907
2006,DRC49,OUT013,2072.848456010829
2007,NCT17,OUT035,2667.1288551756716
2008,NCN06,OUT018,2974.626202421129
2009,FDC45,OUT013,2358.144124030325
2010,DRJ47,OUT019,1551.3067448262718
2011,NCF06,OUT045,4120.653796437446
2012,FDE21,OUT010,559.4153790827196
2013,DRG27,OUT013,388.45145468106404
2014,FDW40,OUT049,2415.817734384872
2015,NCO53,OUT046,2730.9382752579945
2016,FDE23,OUT049,955.2309798670293
2017,FDQ16,OUT046,1745.9965369735323
2018,FDS26,OUT045,3892.4247575436902
2019,FDZ13,OUT010,-1018.8228246370958
2020,FDS14,OUT049,2668.785559314262
2021,FDC10,OUT045,1813.5024974781616
2022,FDY16,OUT049,3221.2257128472274
2023,FDJ20,OUT035,1708.9256695287384
2024,FDV43,OUT035,376.4191926493113
2025,FDZ32,OUT027,3179.707646999704
2026,FDR23,OUT046,2764.002849971915
2027,FDN24,OUT035,504.906071462931
2028,FDE34,OUT027,4210.017381320158
2029,FDU31,OUT013,3310.102472153224
2030,FDW33,OUT018,2101.061081895348
2031,FDU26,OUT046,1957.7520976339047
2032,FDE20,OUT027,4131.91245142281
2033,NCW05,OUT035,1280.3238032531328
2034,FDB22,OUT018,3009.211699153024
2035,FDO56,OUT046,1951.0739380714062
2036,FDA19,OUT027,3460.682297555528
2037,DRI39,OUT045,729.3617464812955
2038,FDH52,OUT018,1511.6595211035963
2039,FDZ50,OUT035,2628.6725389089643
2040,NCN42,OUT035,2179.544070600799
2041,FDB53,OUT013,2015.3749324175164
2042,DRG11,OUT017,1556.8167806389388
2043,DRK11,OUT027,3971.4528733418024
2044,FDQ60,OUT017,1796.2107614312145
2045,FDT36,OUT017,313.3366521340966
2046,DRG25,OUT018,3357.123560306683
2047,DRJ23,OUT046,3047.984825866689
2048,FDG05,OUT035,2168.6329535173595
2049,NCK06,OUT018,2408.7074561704153
2050,FDU52,OUT017,2289.342409016132
2051,FDW07,OUT018,1787.9757061332857
2052,NCM17,OUT045,587.0222682431014
2053,FDA22,OUT045,2494.5438069039633
2054,NCA41,OUT018,3462.1009935514603
2055,FDF38,OUT035,425.48271042005894
2056,FDH52,OUT046,1130.9426005703572
2057,FDY58,OUT019,2411.1030240128316
2058,FDZ16,OUT045,2883.283828231458
2059,NCM18,OUT017,838.1042130637095
2060,FDA22,OUT018,3032.7845960375066
2061,NCJ43,OUT035,2579.0945171986973
2062,FDI34,OUT027,5043.774646771537
2063,FDG56,OUT046,1033.6816253288694
2064,FDS34,OUT046,1830.1416745574757
2065,DRC01,OUT035,619.1383758952443
2066,FDQ04,OUT035,354.8861834911064
2067,FDK04,OUT035,665.8673674533721
2068,FDT51,OUT049,2032.1060507640036
2069,FDV26,OUT017,2943.1482110838324
2070,FDS04,OUT049,2337.176031276682
2071,FDW43,OUT018,4081.869598767325
2072,FDQ28,OUT010,865.6239556559627
2073,NCK06,OUT017,1823.0112810644341
2074,FDS23,OUT018,2430.1722368935534
2075,FDZ36,OUT019,1815.9326967209386
2076,FDE56,OUT018,1375.7254497484626
2077,FDW10,OUT027,4195.418810501136
2078,NCN14,OUT045,2597.282121220712
2079,NCQ18,OUT045,1188.7568337384603
2080,FDW08,OUT017,1605.2517797258618
2081,FDU43,OUT035,3458.591493010299
2082,FDR33,OUT010,13.099760987365585
2083,FDM24,OUT010,580.3695629324043
2084,NCZ05,OUT046,1662.155870051583
2085,NCV41,OUT035,1545.6467993338777
2086,FDV11,OUT018,3194.5410749686425
2087,NCY05,OUT035,312.35234181451983
2088,FDV44,OUT018,3435.9347141015605
2089,FDW32,OUT049,1539.5847707997568
2090,NCU18,OUT027,3681.931298708492
2091,NCC43,OUT035,3778.604112220328
2092,FDW19,OUT013,1625.0507827937447
2093,FDN31,OUT035,2705.937649519601
2094,FDI48,OUT045,744.4948014076949
2095,FDS24,OUT017,1305.1980437367738
2096,FDF46,OUT049,2127.7847240795836
2097,DRG23,OUT017,2213.2850931447124
2098,FDG14,OUT018,2837.4895383227217
2099,NCY30,OUT049,3004.8410356321087
2100,FDO28,OUT018,2413.1031582013848
2101,DRD24,OUT035,2006.082154603009
2102,FDI33,OUT049,1581.8431936506422
2103,FDN32,OUT046,3075.913497613615
2104,FDR16,OUT045,3052.1127882863857
2105,FDF26,OUT046,2511.4772861219467
2106,NCN29,OUT018,1538.1983831822838
2107,FDE20,OUT045,2428.8993478550465
2108,FDA46,OUT046,2988.864404601817
2109,FDU28,OUT045,2991.6407247785082
2110,FDQ48,OUT045,1679.3915576077595
2111,FDV36,OUT013,1267.4163926644733
2112,FDR14,OUT018,1203.5941184828112
2113,FDP23,OUT017,3497.112134708169
2114,FDP56,OUT013,623.7338890666786
2115,FDK48,OUT010,-444.7158285636664
2116,FDR48,OUT046,2342.681290102916
2117,NCY29,OUT049,1094.6608327317374
2118,FDM22,OUT018,1399.3406583466706
2119,DRJ01,OUT013,2300.640375760896
2120,FDZ43,OUT045,3558.8970415665026
2121,FDV03,OUT035,2128.783286379559
2122,FDX11,OUT027,4223.797691840284
2123,NCA41,OUT027,4432.76124931467
2124,FDE38,OUT017,2506.7674472928807
2125,FDI27,OUT018,1255.2438352099018
2126,FDN32,OUT013,2793.9190542483716
2127,NCN43,OUT017,2033.2593552606309
2128,FDB47,OUT027,4644.941816376644
2129,FDV03,OUT017,2439.427733374323
2130,NCN30,OUT045,1605.8953460364307
2131,NCV54,OUT010,551.3267683814867
2132,FDV07,OUT013,1621.5601313943107
2133,FDP07,OUT049,3190.3054604374634
2134,FDK48,OUT018,1697.8158361744502
2135,FDM15,OUT019,1231.3087343298735
2136,FDY19,OUT027,3276.754609181181
2137,FDK46,OUT046,4118.3341025691025
